Property Name,Property Status,Type,Address,City,State,Zip,Tenant(s),Lease Term,Remaining Term,SqFt,Price/SqFt,Units,Price/Unit,NOI,Cap Rate,Asking Price,Days on Market,Opportunity Zone,Longitude,Latitude
TOD Development Site in Avondale  Logan Square,On-Market,Land,3437 W Belmont Ave,Chicago,IL,60618,N/A,,,,,,,,,"$475,000.00 ",259,No,-87.71406843,41.93927997
1351-1355 W Washington Blvd,On-Market,"Retail, Office",1351-1355 W Washington Blvd,Chicago,IL,60607,N/A,,,959,,,,,,"$385,000.00 ",1302,No,-87.6616326,41.8827075
1104-1114 W Argyle St,On-Market,Retail,1104-1114 W Argyle St,Chicago,IL,60640,N/A,,,8674,$23.00 ,,,,,,846,No,-87.6581159,41.9734912
6957 S. Wabash Ave,On-Market,Multifamily,6957 S Wabash Ave,Chicago,IL,60637,N/A,,,17379,,,,,,"$2,150,000.00 ",8,No,-87.623155,41.767554
3834 W. Washington Blvd,On-Market,Land,3834 W Washington Blvd,Chicago,IL,60624,N/A,,,,,,,,,"$55,000.00 ",39,No,-87.72228487,41.88187021
15 S. Racine 1N - 0 Seller Financed,On-Market,"Retail, Office",15 S Racine Ave,Chicago,IL,60607,Single,,0,1150,$347.83 ,1,,"$22,548.00 ",5.64%,"$400,000.00 ",1764,No,-87.6569642,41.8811084
321 S. Kilpatrick Avenue,On-Market,Multifamily,321 S Kilpatrick Ave,Chicago,IL,60644,N/A,,,18000,,21,"$71,000.00 ",,,"$1,500,000.00 ",37,No,-87.7424588,41.8762532
"1530 W Monroe St, Chicago",On-Market,Land,1530 W Monroe St,Chicago,IL,60607,N/A,,,,,,,,,"$1,875,000.00 ",1306,No,-87.6658505,41.880385
3116 W Montrose,On-Market,Multifamily,3116 W Montrose Ave,Chicago,IL,60618,N/A,,,2134,,,,,,"$475,000.00 ",61,No,-87.70660434,41.961222
1 Deeded Parking Space Available at Icehouse Lofts Condo,On-Market,Special Purpose,2101 W Rice Street P38,Chicago,IL,60622,N/A,,,10,,,,,,"$19,000.00 ",554,No,-87.6799059,41.8964928
Vacant Land for Sale 5000 S Justine St,On-Market,Land,5000 S Justine St,Chicago,IL,60609,N/A,,,,,,,,,"$6,000.00 ",1391,No,-87.66362611,41.80305615
9139 South Commercial Avenue,On-Market,Multifamily,9139 South Commercial Avenue,Chicago,IL,60617,N/A,,,10000,,7,,,,"$450,000.00 ",258,No,-87.5509332,41.7288798
2658 W Van Buren,On-Market,Industrial,2658 W Van Buren St,Chicago,IL,60612,N/A,,,,,,,,,,59,No,-87.6935102,41.8762286
Rare C2-2 Zoned Commercial Condo,On-Market,"Office, Retail",1138 N Milwaukee Ave,Chicago,IL,60642,Vacant,,,1250,,1,,,,"$325,000.00 ",158,No,-87.66503888,41.90245669
4833 W Wilson Ave,On-Market,"Land, Self Storage",4833 W Wilson Ave,Chicago,IL,60630,N/A,,,530,$141.51 ,1,"$75,000.00 ",,,"$75,000.00 ",210,No,-87.7490166,41.9641896
investment Apartment Buildings,On-Market,Multifamily,317 E 116th St,Chicago,IL,60628,N/A,,,,,6,,,,"$178,000.00 ",65,No,-87.61600014,41.68259685
8054 S Ingleside Ave,On-Market,Multifamily,8054 S Ingleside Ave,Chicago,IL,60619,N/A,,,37800,,45,,,,"$2,999,000.00 ",76,No,-87.6018243,41.747995
2416 N Kenton Ave,On-Market,Land,2416 N Kenton Ave,Chicago,IL,60639,N/A,,,,,,,,,"$180,000.00 ",91,No,-87.7420743,41.9247475
5201 W. Washington Blvd,On-Market,Multifamily,5201 W Washington Blvd,Chicago,IL,60644,N/A,,,23100,,,,,,"$3,000,000.00 ",37,Yes,-87.7553433,41.8822513
6050 S Pulaski Road,On-Market,"Special Purpose, Land",6050 S Pulaski Road,Chicago,IL,60629,N/A,,,,,0,,,,"$499,900.00 ",650,No,-87.7231572,41.7826439
1027 E. Hyde Park,On-Market,Multifamily,1027 E Hyde Park Blvd,Chicago,IL,60615,N/A,,,6700,,4,,,,"$1,900,000.00 ",134,No,-87.6000974,41.8020563
Andersonville  Lincoln Square Land Site,On-Market,Land,5451 N Western Ave,Chicago,IL,60625,N/A,,,,,,,,,"$17,256,645.00 ",2897,No,-87.6892651,41.980463
111 N. Wabash,On-Market,Office,111 N. Wabash Ave,Chicago,IL,60602,Vacant,,,607,$329.49 ,,,,,"$200,000.00 ",290,No,-87.6259822,41.883567
East Garfield Park,On-Market,Industrial,2508 W Maypole Ave,Chicago,IL,60612,N/A,,,,,,,,,,147,No,-87.6888471,41.8839809
3127 N. Ashland Ave Unit C1,On-Market,"Special Purpose, Land",3127 N. Ashland Ave Unit C1,Chicago,IL,60657,N/A,,,,,3,,,,"$349,900.00 ",8,No,-87.6683285,41.9386741
"6600 S Union Ave, Chicago",On-Market,Land,6600 S Union Ave,Chicago,IL,60621,N/A,,,,,,,,,"$180,000.00 ",18,Yes,-87.64324049,41.77397369
6052-56 Grand,On-Market,"Industrial, Land, Mixed Use",6052 W Grand Ave,Chicago,IL,60639,N/A,,,8000,,,,,,"$935,000.00 ",197,No,-87.7775861,41.9211209
3629-35 N Halsted St,On-Market,Retail,3629-35 N Halsted St,Chicago,IL,60613,N/A,,,50000,,,,,,"$915,000.00 ",1323,No,-87.6491051,41.9482832
3064 East 79th Street,On-Market,Multifamily,3064 East 79th Street,Chicago,IL,60649,N/A,,,9000,,9,,,10.00%,"$891,000.00 ",374,Yes,-87.5495329,41.7522866
7141 S Jeffery - commercial  retail office  medical,On-Market,Retail,7141 S Jeffery Blvd,Chicago,IL,60649,N/A,,,,,,,,,"$630,000.00 ",690,Yes,-87.5759248,41.7649712
2414 N Kenton Ave,On-Market,Land,2414 N Kenton Ave,Chicago,IL,60639,N/A,,,,,,,,,"$180,000.00 ",91,No,-87.7420742,41.9247475
5742 W Chicago Ave,On-Market,"Mixed Use, Office, Retail",5742 W Chicago Ave,Chicago,IL,60651,Multi,,,3223,$124.11 ,4,,,,"$375,000.00 ",16,Yes,-87.7695697,41.89499
622-632 W Roosevelt Rd Office Lofts and Retail Shops,On-Market,"Mixed Use, Office, Retail",622 W Roosevelt Rd,Chicago,IL,60607,N/A,,,,,,,,,,140,No,-87.64316084,41.86727513
355 E Illinois Street,On-Market,"Retail, Office",355 E Illinois Street,Chicago,IL,60611,N/A,,,,,421,,,,,1352,No,-87.617942,41.890892
Gateway Commons Commercial Condo,On-Market,"Office, Retail",2301 W Belmont Ave,Chicago,IL,60618,Vacant,5,,3100,$161.29 ,2,,,,"$500,000.00 ",138,No,-87.68579536,41.93946877
2863 W Cermak Road,On-Market,"Retail, Land",2863 W Cermak Road,Chicago,IL,60623,N/A,,,4074,,0,,,,"$485,000.00 ",148,No,-87.6979018,41.8516494
10842 S Eberhart Ave,On-Market,Multifamily,10842 S Eberhart Ave,Chicago,IL,60628,N/A,,,7290,,,,,10.00%,"$535,000.00 ",8,Yes,-87.611421,41.696943
The Victorian,On-Market,Multifamily,5326 S Cornell Ave,Chicago,IL,60615,N/A,,,33350,,,,,,,37,No,-87.5860117,41.7986946
"RT-4 Residential Two Flat, Townhome building",On-Market,Multifamily,13258 S Houston Ave,Chicago,IL,60633,Vacant,,,2919,$101.06 ,2,"$147,500.00 ",,,"$295,000.00 ",466,No,-87.5486156,41.6538272
820 East 92nd Street,On-Market,Multifamily,820 East 92nd Street,Chicago,IL,60619,N/A,,,7250,,10,"$40,000.00 ",,,"$400,000.00 ",37,No,-87.6036064,41.7277116
1913 W Fullerton Ave,On-Market,"Industrial, Land",1913 W Fullerton Ave,Chicago,IL,60614,N/A,,,2950,,0,,,,"$395,000.00 ",4,No,-87.6764153,41.9248531
1809 W Webster,On-Market,Retail,1809 W Webster Ave,Chicago,IL,60614,Multi,,,12000,$320.83 ,,,"$332,871.00 ",8.65%,"$3,850,000.00 ",229,No,-87.6731187,41.9211555
2 VIDEO POKER and a TOBACCOVAPE SHOP,On-Market,Business for Sale,0000 Alley,Chicago,IL,60614,N/A,,,5040,,3,,,,"$220,000.00 ",170,No,-87.66258751,41.90354541
Chicago May St Lofts,On-Market,Office,312 N May St #102,Chicago,IL,60607,N/A,,,2977,$167.95 ,,,,,"$499,999.00 ",19,No,-87.6559941,41.8874567
"935 W Willow St , Chicago, IL 60614",On-Market,Land,935 W Willow St,Chicago,IL,60614,N/A,,,,,,,,,"$799,000.00 ",526,No,-87.652149,41.913693
"4015-4017 N ALBANY, CHICAGO",On-Market,Land,4015 N Albany Ave,Chicago,IL,60618,N/A,,,,,,,,,"$604,900.00 ",120,No,-87.70526656,41.95442915
6619-29 S Greenwood,On-Market,Multifamily,6619-29 S Greenwood,Chicago,IL,60637,N/A,,,31600,,38,,,,"$5,100,000.00 ",258,Yes,-87.5992935,41.7741947
5401 W. Montrose Land,On-Market,Land,5401 W Montrose Ave,Chicago,IL,60641,N/A,,,,,,,,,"$495,000.00 ",42,No,-87.76248119,41.96008334
740 W 59th Street,On-Market,"Retail, Land, Special Purpose",740 W 59th Street,Chicago,IL,60621,N/A,,,,,,,,,"$500,000.00 ",922,Yes,-87.6440633,41.7873509
8102 S Maryland Avenue,On-Market,"Retail, Multifamily",8102 S Maryland Ave,Chicago,IL,60619,N/A,,,25184,,26,,,,"$5,500,000.00 ",45,Yes,NA,NA
"Cash flowing, turn-key 3 unit building near school",On-Market,Multifamily,6927 S Hermitage Ave,Chicago,IL,60636,N/A,,,3800,$96.03 ,3,"$121,633.33 ","$40,980.00 ",11.23%,"$364,900.00 ",159,Yes,-87.667274,41.7677057
9601 S Ewing Ave,On-Market,Mixed Use,9601 S Ewing Ave,Chicago,IL,60617,N/A,,,,,,,,,"$569,900.00 ",160,No,-87.5350658,41.7211527
Old TownLincoln Park Storefront,On-Market,"Office, Retail",1750 N Wells St,Chicago,IL,60614,N/A,,,400,$375.00 ,1,,"$15,000.00 ",10.00%,"$150,000.00 ",111,No,-87.6351005,41.9144915
1236 W. Melrose Street,On-Market,Land,1236 W Melrose St,Chicago,IL,60657,N/A,,,,,,,,,"$1,599,900.00 ",664,No,-87.6605127,41.9408892
2205 W Cullom Avenue,On-Market,Multifamily,2205 W Cullom Ave,Chicago,IL,60618,N/A,,,1,,2,,,,"$730,000.00 ",187,No,-87.6841455,41.9593881
"4544 N Western Ave , Chicago, IL 60625",On-Market,"Mixed Use, Retail",4544 N Western Ave,Chicago,IL,60625,Single,2,1.3,4532,$242.72 ,2,"$550,000.00 ","$97,000.00 ",8.82%,"$1,100,000.00 ",119,No,-87.6891612,41.964514
"Corner Land Parcel  Multifamily, Retail, Office",On-Market,"Land, Mixed Use, Multifamily",2434 W Bryn Mawr Ave,Chicago,IL,60659,N/A,,,,,,,,,,71,No,-87.69100457,41.98362453
2418 N Kenton Ave,On-Market,"Retail, Land",2418 N Kenton Ave,Chicago,IL,60639,N/A,,,,,3,,,,"$560,000.00 ",91,No,-87.7420589,41.9249431
1240 W Melrose,On-Market,Land,1240 W Melrose,Chicago,IL,60657,N/A,,,,,,,,,"$1,999,900.00 ",600,No,-87.66067,41.9408877
111 N Wabash Avenue 1610,On-Market,Office,111 North Wabash Avenue 1610,Chicago,IL,60602,Vacant,,,259000,,0,,,,"$219,000.00 ",592,No,-87.6257549,41.8834907
4518 W Lawrence Ave,On-Market,Retail,4518 W Lawrence Ave,Chicago,IL,60630,N/A,,,2000,,,,,,"$345,000.00 ",126,No,-87.7423122,41.968219
51stMichigan,On-Market,"Land, Mixed Use, Office, Retail","100-116 E. 51st St, Chicago IL",Chicago,IL,60615,Multi,,,17500,$71.43 ,6,,"$101,865.00 ",8.15%,"$1,250,000.00 ",359,No,-87.62249784,41.80203361
2222 E East End Ave,On-Market,Industrial,2222 E East End Ave,Chicago Heights,IL,60411,Single,,,12320,$35.00 ,1,"$325,000.00 ",,,"$325,000.00 ",117,No,-87.63445948,41.49534329
Development Site Western Ave.,On-Market,Land,5638 N Western Ave,Chicago,IL,60659,N/A,,,2746,$272.76 ,3,,,,"$749,000.00 ",257,No,-87.68950577,41.98435869
"6226 W Addison St , Chicago, IL 60634",On-Market,Retail,6226 W Addison St,Chicago,IL,60634,N/A,,,3000,$75.00 ,,,,,"$225,000.00 ",273,No,-87.7824001,41.945845
5849 South Michigan Ave,On-Market,Multifamily,5849 South Michigan Ave,Chicago,IL,60637,N/A,,,9600,,8,,,9.12%,"$900,000.00 ",106,Yes,-87.6218553,41.7878599
4011-4029 S Wabash,On-Market,Land,4011 S Wabash Ave,Chicago,IL,60653,N/A,,,,,,,,,"$550,000.00 ",132,No,-87.62474485,41.82124847
3033 Chicago Rd,On-Market,"Retail, Multifamily",3033 Chicago Rd,South Chicago Heights,IL,60411,N/A,,,6051,$43.79 ,3,,,,"$255,000.00 ",234,No,-87.6377328,41.4830642
5245-5251 W Grand Avenue,On-Market,Retail,5245 W Grand Ave,Chicago,IL,60639,N/A,,,,,,,,,"$950,000.00 ",564,No,-87.7576668,41.917143
"1504 N Western Ave , Chicago, IL 60622",On-Market,"Business for Sale, Hospitality, Mixed Use, Office, Retail",1504 N Western Ave,Chicago,IL,60622,N/A,,,,,1,,,,"$449,999.00 ",70,No,-87.68726435,41.90876493
1721 E 75th Street,On-Market,Land,1721 E 75th Street,Chicago,IL,60649,N/A,,,,,,,,,"$99,000.00 ",550,Yes,-87.5828105,41.7586214
5225 S. Ashland,On-Market,Mixed Use,5225 S Ashland Ave,Chicago,IL,60609,Multi,,,,,4,,"$26,440.00 ",6.45%,"$409,900.00 ",1420,Yes,-87.6643453,41.7986934
6100 S. King Dr,On-Market,Multifamily,6100 S King Dr,Chicago,IL,60637,N/A,,,26331,,,,,10.00%,"$1,225,000.00 ",8,No,-87.6159311,41.7837686
20-Acre Landsite for Sale,On-Market,Land,2116 State St,Chicago Heights,IL,60411,N/A,,,871200,$1.03 ,,,,,"$900,000.00 ",1902,No,-87.618601,41.4970519
6734 -6740 W Belmont Fully leased  Redevelopment potential,On-Market,Retail,6738 W Belmont Ave,Chicago,IL,60634,N/A,,,6500,$142.31 ,4,,,,"$925,000.00 ",382,No,-87.79461464,41.93816237
Vacant Land for Sale 5044 S Princeton Ave,On-Market,Land,5044 S Princeton Ave,Chicago,IL,60609,N/A,,,,,,,,,"$25,000.00 ",1391,No,-87.63319145,41.80225877
3341-43 N Western Avenue,On-Market,"Mixed Use, Multifamily",3341 N Western Ave,Chicago,IL,60618,N/A,,,3451,$318.75 ,3,,"$90,673.00 ",,"$1,100,000.00 ",538,No,-87.6878317,41.9425325
5364 W Devon Ave,On-Market,Retail,5364 W Devon Ave,Chicago,IL,60646,Single,,,5800,$129.31 ,,,,,"$750,000.00 ",536,No,-87.7631488,41.9976466
1328 E. 75th,On-Market,"Land, Office",1328 E. 75th,Chicago,IL,60619,N/A,,,,,0,,,,"$125,000.00 ",109,Yes,-87.5922122,41.7589409
2932 w Fillmore ave,On-Market,Land,2932 W Fillmore St,Chicago,IL,60612,N/A,,,,,,,,,"$40,000.00 ",105,Yes,-87.6997082,41.8685666
9920 S. Walden,On-Market,"Land, Retail",9920 S. Walden,Chicago,IL,606,N/A,,,4000,,0,,,,"$640,000.00 ",107,No,NA,NA
4015 W Roosevelt Rd,On-Market,Land,4015 W Roosevelt Rd,Chicago,IL,60624,N/A,,,,,,,,,"$175,000.00 ",922,Yes,-87.72603,41.865779
"4345-57 W Haddon Ave , Chicago, IL 60651",On-Market,Land,4345 W Haddon Ave,Chicago,IL,60651,N/A,,,,,,,,,"$535,000.00 ",109,Yes,-87.73544733,41.90116108
"6,000 Warehouse Building on Cicero in Belmont Cragin",On-Market,"Industrial, Mixed Use, Retail",3051-3053 N. Cicero Ave,Chicago,IL,60641,Vacant,,,6000,$94.17 ,,,,,"$565,000.00 ",12,No,-87.7467619,41.93674307
11343 S King Dr,On-Market,Multifamily,11343 S King Dr,Chicago,IL,60628,N/A,,,9900,,13,,,9.00%,"$975,000.00 ",1331,Yes,-87.6128608,41.6878213
2306 Touhy Ave,On-Market,Office,2306 Touhy Ave,Chicago,IL,60645,N/A,,,1250,,,,,,"$225,000.00 ",103,No,-87.6879628,42.0125274
Chicago WoodlawnWashington Park 4-Unit Apartment Building,On-Market,Multifamily,417 E 60th St,Chicago,IL,60637,N/A,,,,,4,,,,"$450,000.00 ",87,Yes,-87.6149799,41.785495
4401 W Ogden Ave,On-Market,Industrial,4401 W Ogden Ave,Chicago,IL,60623,N/A,,,101900,$46.57 ,,,,,"$4,955,000.00 ",252,No,-87.7352759,41.8469913
8044 S. Drexel Ave,On-Market,Multifamily,8046 S Drexel Ave,Chicago,IL,60619,N/A,,,,,,"$83,166.00 ","$61,589.00 ",12.34%,"$499,000.00 ",153,No,-87.6030168,41.7480988
"4918-22 W Diversey Ave, Chicago, IL 60639",On-Market,Land,4918 W Diversey Ave,Chicago,IL,60639,N/A,,,,,,,,,"$590,000.00 ",350,No,-87.749911,41.93176
Park Manor Historic Commercial Building,On-Market,"Retail, Mixed Use",7346 S Cottage Grove Ave,Chicago,IL,60619,N/A,,,,,,,,,"$185,000.00 ",1520,No,-87.6058163,41.7607742
2438 W 25th St,On-Market,Multifamily,2438 W 25th St,Chicago,IL,60608,N/A,,,4700,,5,,,,"$650,000.00 ",76,No,-87.6871386,41.8467446
1520 N Sedgwick St,On-Market,Retail,1520 N Sedgwick St,Chicago,IL,60610,N/A,,,2000,,9,,,,"$199,000.00 ",446,No,-87.638899,41.909985
111 N. Wabash,On-Market,Office,111 N Wabash Ave,Chicago,IL,60602,N/A,,,,,5,,,,"$353,860.00 ",27,No,-87.6259822,41.883567
Vacant Land for Sale 5302 S Morgan St,On-Market,Land,5302 S Morgan St,Chicago,IL,60609,N/A,,,,,,,,,"$15,000.00 ",1391,No,-87.65000482,41.79780525
11 E 14th St,On-Market,Retail,11 E 14th St,Chicago Heights,IL,60411,N/A,,,10200,,,,,,"$750,000.00 ",153,No,-87.6406035,41.5067654
Austin Corner Lots,On-Market,Land,4663 W West End Avenue,Chicago,IL,60644,N/A,,,,,,,,,"$80,000.00 ",556,Yes,-87.742649,41.882747
Northlawndale Mixed Use I 5 Units I 4100 W Ogden,On-Market,Mixed Use,4100 W Ogden Ave,Chicago,IL,60623,Multi,,,,,,,"$59,127.00 ",10.75%,"$550,000.00 ",195,No,-87.72653051,41.85042204
2040 West Hood Avenue,On-Market,Multifamily,2040 W Hood Ave,Chicago,IL,60659,N/A,,,6000,$264.17 ,10,"$158,500.00 ",,7.23%,"$1,585,000.00 ",0,No,-87.681437,41.9932442
